页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数
10,4829960936097850,真的生气了_,2022-10-29 17:31:26,#哈尔滨疫情防控##哈尔滨疫情# 友友们，哈站目前还是正常出行吧？刚才看新公布的病例活动轨迹发现有哈站，我明天要在哈站中转换乘去天津呀，有绿码和核酸就能正常出行吧 ,0,1,0
10,4829960931379543,Vector数字,2022-10-29 17:31:25,#郑州疫情#只能我说好，不能你们说不敢 ,0,0,0
10,4829960918794385,福州气象,2022-10-29 17:31:21,#深秋里的诗意中国#【#云南迪庆秋色美如油画#】深秋时节，云南省迪庆藏族自治州色彩斑斓，景色优美。希望疫情早日结束，一起去欣赏祖国的大美河山。via:新华社 福州气象的微博视频 ,0,0,0
10,4829954497840865,庄时利和,2022-10-29 17:05:51,【案例警示！这些人违反疫情防控，被处罚了】案例警示！这些人违反疫情防控，被处罚了,17,32,118
11,4829961468511126,是彭彭诶,2022-10-29 17:33:33,#鄢陵疫情##河南疫情##河南疫情防控# 致“亲爱的”大河南就这几个新增，你们慌什么大家都很好，河南下面的不管哪个城镇，疫情都不严重，继续维持“感恩”有你们呢 ,0,0,0
11,4829961452260866,爱吃橙子的星星-,2022-10-29 17:33:29,2022.10.29封控第六天：//疫情是如此之近啊。,0,0,0
11,4829961423165401,xoxweoo,2022-10-29 17:33:22,每天一问：我真的需要这份工作吗/疫情啥时候是个头刚开始上班的时候还会用气垫打个底现在：这个世界已经没有我在意的人了,0,0,0
11,4829961419227217,贝TT拉,2022-10-29 17:33:20,昨天幼儿园跳绳进第6名，很开心，所有的收获都是努力付出换来的，一个月跳绳比赛争取保持今天幼小衔接看图说话主动举手发言，被老师给予3🌟，每次被表扬都特别开心，距离小区解封还有4天，愿疫情早点过去 南京 ,0,0,0
11,4829961406645995,祸决,2022-10-29 17:33:18,2022.10.29封控第六天：//疫情是如此之近啊。,0,1,0
11,4829961392755581,哲世宇界,2022-10-29 17:33:15,#南京疫情# 不理解了，为啥区域封控要把公共核酸点给停了？让不住小区的人咋办？@南京发布 ,0,2,0
11,4829958788877959,萧逸的小苏ovo,2022-10-29 17:22:54,#广州疫情#日增139 但复课 牛的 ,0,2,14
11,4829961339276562,福州广播电视台交通之声,2022-10-29 17:33:02,【福州：本轮累计报告“5+410”！】截至28日24点，本轮疫情福州市累计报告无症状感染者410例，确诊病例5例，当日新增82例，全市划定高风险区2个，中风险区48个。刚刚，福州召开新闻发布会，通报疫情防控最新情况#疫情防控# via福州日报 ,0,0,0
11,4829961309394684,桐桐飞飞,2022-10-29 17:32:55,因为城市相隔甚远，我和姥爷相处的时间实在不多，但是这不妨碍老人家一直都是我心中最敬重的长辈。这几年的疫情，让家族聚会成为了奢望，小家伙还没见过太姥爷，却没想到从今往后，这会成为我们一辈子的遗憾。姥爷，一路走好！愿另一个世界一切安好，下辈子还想做您的外孙女🙏🙏🙏 ,0,0,0
12,4829954497840865,庄时利和,2022-10-29 17:05:51,东京不同年龄段各剂次的疫苗接种率。目前日本新冠疫苗接种年龄已下探至6个月，不过重点保障的还是高龄人群的接种，因为老年人仍然是受新冠威胁最大的群体，并且日本也是一个老龄化十分严重的国家。截至10月27日，东京80岁以上老年人完成第三针接种的比例已经超过90%，完成第四针的也已经达到80%。#庄医生的疫情笔记##微博新知博主#,17,32,118
12,4829960890484723,江苏统计,2022-10-29 17:31:15,#数据发布#【前三季度江苏经济成绩单发布！经济回稳向好基础更加稳固】前三季度，面对错综复杂的国际形势和国内疫情多点散发、极端高温天气等多重超预期考验，全省上下认真贯彻落实“疫情要防住、经济要稳住、发展要安全”的重大要求，坚决担起“勇挑大梁”的重大责任，加快推进稳经济一揽子政策措施全面落地、充分显效，全省经济进一步回稳向好。根据地区生产总值统一核算结果，前三季度全省实现生产总值88652.7亿元，同比增长2.3%。其中，第一产业增加值2692.1亿元，同比增长3.5%；第二产业增加值40088.5亿元，同比增长2.8%；第三产业增加值45872.1亿元，同比增长1.7%。详情请点击前三季度江苏经济成绩单发布！经济回稳向好基础更加稳固查阅！,0,0,0
12,4829960889434179,那年那日那时那分-,2022-10-29 17:31:14,说说来郑的感受吧22年年初来的郑州，我记得没多久就经历了一次疫情，具体几月份忘记了，当时被封控在家，至少每天可以出去一人采购2个小时！第二次封控是在7月份，当时我属于次密接又被封控，这次是14天，上门核酸，特殊情况不予出去，的亏当时也是有余粮！要不然真是要饿死人的！经历过这两次疫情之后手头的积蓄几乎没有了！就计划解封之后要继续好好工作挣钱，存钱！所谓：手中有粮，心中不慌第三次疫情就是现在！此时此刻！已经被封控在家半个月了，越封控越焦虑！每个月贷款要还，生活要过，可是拿什么继续？？？这个月的任何费用我都没有继续存缴，我们难！企业难！国家难！告诉自己要挺住！要坚持到最后！可是这一天天的我真的是度日如年我爱我自己的国家，相信可以挺过这一关！可是每次报道的个位数的数字需要这么严谨的封控吗？？？,0,0,1
12,4829960865582402,不如你852058,2022-10-29 17:31:09,#锦州疫情# 没抢过大妈们，绿叶的菜一样都没有了，唯一一颗白菜还是我的母上大人给我的。祈祷🙏🏻3天解封！ ,0,0,0
12,4829960861123159,龚文祥,2022-10-29 17:31:08,今天是刘润年度演讲的日子。过去5年中国有5大个人演讲：罗振宇年度演讲，吴晓波年度演讲，刘润年度演讲、吴声年度演讲，龚文祥年度演讲，只有我一个人是面对草根阶层做年度演讲。全中国也只有这5个人有资格有能力做千人年度演讲。其他人都不行。但因为疫情都改到线上了。我的个人年度演讲安排到明年吧,0,1,1
12,4829960839627038,基大队长,2022-10-29 17:31:02,#广州疫情# 摇了摇头 叹了叹气 ,0,6,1
12,4829958851004590,-夜以成星,2022-10-29 17:23:09,来了一辆车卖菜 大家排队买菜 社区来拦着不让买双方吵起来 社区还卖惨怎么享受特权 随意进出 有饭吃饿不死 就看着别人饿死啊 还开始道德绑架 一直说自己怎么辛苦那大家只是想买菜一家几口等着吃饭有错吗xg不会死人防疫会死人#郑州疫情# ,0,5,11
12,4829960830716114,济宁新闻网,2022-10-29 17:31:01,【更济宁 | 手绘防疫漫画 助力疫情防控】 济宁新闻网的微博视频 ,1,1,1
12,4829960822854222,东北向南-,2022-10-29 17:30:59,昨天回来路上，经过一个十字路口时，听到有人哭喊着打电话。第一句是：你为什么这样对我？我以为这是一个失恋故事。第二句是：把你身边的人整掉，对你有什么好处？！这像是职场故事了。想到疫情下经济惨淡很多人丢了工作，好像这个冬天更冷了。 ,0,0,0
12,4829960810009599,关关雎雎在河鸠鸠,2022-10-29 17:30:56,#广州疫情#继22号到今天已满七天换了个地方继续隔环境也不错 ,0,0,0
13,4829960722190576,马思宇al,2022-10-29 17:30:35,我真的爆哭#郑州疫情# ,0,2,2
13,4829960717993571,长酒Tracy,2022-10-29 17:30:34,去年万圣节我扎小辫化全妆去长隆玩一整天今年万圣节我蓬头垢面在宿舍改万圣节pre长隆都闭园了我恨死疫情了😭👊😭👊,0,1,0
13,4829960714062782,Moring-CC,2022-10-29 17:30:33,疫情下的生日，没有堂食没有外卖没有跨区生日蛋糕，一切都靠自己，妈妈的大虾火锅完爆一切火锅店，盒马的瑞士卷也出乎意料的好吃，还有小可爱陪在身边，祝又成长了一岁的自己生日快乐，永远18岁,0,0,0
13,4829960680771196,臭屁啊娘,2022-10-29 17:30:25,有福之州加油😊。看到好漂亮的云#福州疫情# 福州 ,0,0,0
13,4829951737988184,安迪斯晨风,2022-10-29 16:54:53,因为疫情原因，我们的大学班级入学二十周年纪念聚会改为线上进行了。 ,1,9,47
13,4829950849059816,中原阿梓,2022-10-29 16:51:21,#郑州疫情动态#郑州富士康怎么了？1942年，河南人因为饥饿而“逃荒”。2022年，有一群孩子在“逃康”。好心的人们，路上如果遇到这些孩子，请一定要善待他们。他们回家的路，注定会既艰难，而又漫长。最好给他们点吃的喝的，别让他们渴着，饿着，冻着。。 ,14,14,149
13,4829960663205926,广州白云发布,2022-10-29 17:30:21,去年万圣节我扎小辫化全妆去长隆玩一整天今年万圣节我蓬头垢面在宿舍改万圣节pre长隆都闭园了我恨死疫情了😭👊😭👊,0,0,0
13,4829960662943829,蓝田大树,2022-10-29 17:30:21,#网曝郑州富士康疫情现状#为了产能可以牺牲员工健康。真是活脱脱的资本家。上热搜 ,0,0,6
13,4829960643022799,福州广播电视台交通之声,2022-10-29 17:30:16,【福州高新区新增1个中风险区】根据当前福州高新区疫情防控工作需要，按照《新型冠状病毒肺炎防控方案（第九版）》的规定，并经专家组综合研判疫情形势，决定自2022年10月29日10时起，在我区南屿镇划定1个疫情防控中风险区。#疫情防控# via福州高新区新型冠状病毒感染肺炎疫情防控指挥部 ,0,0,0
13,4829960605536240,芝士披萨不会拉丝,2022-10-29 17:30:07,INSTAGRAM STORIES pt.ⅷ本学期疫情大爆发前/封校前/十月最后一次出门玩耍的珍贵影像🏳️🏳️🏳️🏳️🏳️🏳️哈哈 希望这一关不会把我们关到寒假放假 广州 ,0,0,2
14,4829960739492940,爱哭的小孙同学,2022-10-29 17:30:39,给孩子关的会做饭了#临沂疫情# ,0,0,0
14,4829960730576717,dycoooO,2022-10-29 17:30:37,#郑州疫情##洛阳疫情##河南疫情#2022年了真的开始出现大家吃不饱饭的日子了,0,0,6
14,4829960725862751,Ericgugf,2022-10-29 17:30:36,#郑州疫情#为富士康的工人祈祷。 ,2,0,3
14,4829960725859574,新75-81,2022-10-29 17:30:36,如果有人再问媳妇和妈掉水里，你先救哪个？那一定让她先回去问问她妈！疫情期间更要问！ ,0,0,0
14,4829960722190576,马思宇al,2022-10-29 17:30:35,我真的爆哭#郑州疫情# ,0,2,2
14,4829960717993571,长酒Tracy,2022-10-29 17:30:34,去年万圣节我扎小辫化全妆去长隆玩一整天今年万圣节我蓬头垢面在宿舍改万圣节pre长隆都闭园了我恨死疫情了😭 👊 😭 👊 ,0,1,0
14,4829960714062782,Moring-CC,2022-10-29 17:30:33,疫情下的生日，没有堂食没有外卖没有跨区生日蛋糕，一切都靠自己，妈妈的大虾火锅完爆一切火锅店，盒马的瑞士卷也出乎意料的好吃，还有小可爱陪在身边，祝又成长了一岁的自己生日快乐，永远18岁 ,0,0,0
14,4829960680771196,臭屁啊娘,2022-10-29 17:30:25,有福之州加油😊。看到好漂亮的云#福州疫情# 福州 ,0,0,0
14,4829951737988184,安迪斯晨风,2022-10-29 16:54:53,因为疫情原因，我们的大学班级入学二十周年纪念聚会改为线上进行了。 ,1,9,47
15,4829960730576717,dycoooO,2022-10-29 17:30:37,#郑州疫情##洛阳疫情##河南疫情# 2022年了真的开始出现大家吃不饱饭的日子了 ,0,0,6
15,4829960725862751,Ericgugf,2022-10-29 17:30:36,#郑州疫情#为富士康的工人祈祷。,2,0,3
15,4829960725859574,新75-81,2022-10-29 17:30:36,如果有人再问媳妇和妈掉水里，你先救哪个？那一定让她先回去问问她妈！疫情期间更要问！ ,0,0,0
15,4829960722190576,马思宇al,2022-10-29 17:30:35,我真的爆哭#郑州疫情# ,0,2,2
15,4829960717993571,长酒Tracy,2022-10-29 17:30:34,去年万圣节我扎小辫化全妆去长隆玩一整天今年万圣节我蓬头垢面在宿舍改万圣节pre长隆都闭园了我恨死疫情了😭 👊 😭 👊 ,0,1,0
15,4829960714062782,Moring-CC,2022-10-29 17:30:33,疫情下的生日，没有堂食没有外卖没有跨区生日蛋糕，一切都靠自己，妈妈的大虾火锅完爆一切火锅店，盒马的瑞士卷也出乎意料的好吃，还有小可爱陪在身边，祝又成长了一岁的自己生日快乐，永远18岁 ,0,0,0
15,4829960680771196,臭屁啊娘,2022-10-29 17:30:25,有福之州加油😊。看到好漂亮的云#福州疫情# 福州 ,0,0,0
15,4829951737988184,安迪斯晨风,2022-10-29 16:54:53,因为疫情原因，我们的大学班级入学二十周年纪念聚会改为线上进行了。 ,1,9,48
15,4829960663205926,广州白云发布,2022-10-29 17:30:21,#郑州疫情#为富士康的工人祈祷。,0,0,0
16,4829960436976349,肖月亮是啵啵的呀,2022-10-29 17:29:27,好想去澳门，该死的疫情 ,0,0,0
16,4829960433050352,呼和浩特晚报,2022-10-29 17:29:26,【发布会消息｜今日除隔离点、重点人群、高风险区外，其他区域暂不开展核酸检测→】发布会上了解到，根据疫情防控工作安排，为加快实现社会面清零，集中时间和力量把潜在的感染者彻底筛出来、捞干净，把应管的密接次密接等高风险人员及时转出去、管起来，做到应检尽检、应隔尽隔、应收尽收、应治尽治，我市在27日和28日两天进行了第二轮高质量核酸检测。从检出情况看，社会面检出比例在逐步减少，疫情防控成效进一步显现。按照市疫情防控指挥部的安排部署，为全面总结好前几轮核酸检测的经验，及时查漏补缺，确保扎实高效完成好下一轮核酸检测，今日除隔离点、重点人群、高风险区外，其他区域暂不开展核酸检测。#众志成城坚决打赢疫情防控阻击战##内蒙古抗疫#,0,0,0
16,4829960433043025,一只小仙女lv,2022-10-29 17:29:26,#郑州疫情#妈的，突然通知，超市不让开门了又开始抢菜,0,0,1
16,4829960425179399,阿童木的心上人-,2022-10-29 17:29:24,【发布会消息｜今日除隔离点、重点人群、高风险区外，其他区域暂不开展核酸检测→】发布会上了解到，根据疫情防控工作安排，为加快实现社会面清零，集中时间和力量把潜在的感染者彻底筛出来、捞干净，把应管的密接次密接等高风险人员及时转出去、管起来，做到应检尽检、应隔尽隔、应收尽收、应治尽治，我市在27日和28日两天进行了第二轮高质量核酸检测。从检出情况看，社会面检出比例在逐步减少，疫情防控成效进一步显现。按照市疫情防控指挥部的安排部署，为全面总结好前几轮核酸检测的经验，及时查漏补缺，确保扎实高效完成好下一轮核酸检测，今日除隔离点、重点人群、高风险区外，其他区域暂不开展核酸检测。#众志成城坚决打赢疫情防控阻击战##内蒙古抗疫#,0,0,0
16,4829960408400965,Seulggomi,2022-10-29 17:29:20,#广州疫情#卫健委又发癫 ,0,0,10
16,4829960377991424,橘子你个奥润汁,2022-10-29 17:29:12,#滕州疫情#三天三天又三天，居家隔离第九天，门上封条再三天，到底还得封几天？ ,0,2,1
16,4829960373536186,鱼儿米儿,2022-10-29 17:29:12,陪妈妈治病，被疫情困在了医院🏥难得这么清净～一切听大白指挥～愿我们共同努力换的这以后的岁月静好疫情困的我～不成魔就成佛#今日边框打卡##plog##就这一刻# 郑州·新郑市公立人民医院 ,0,1,0
16,4829960365932640,LeeX04,2022-10-29 17:29:09,今天和我妈说老钟要是不放开的话这疫情就一直没完没了 我妈说放开了他们去哪挣钱 我问谁 她说穿白衣服的那些呗… ,0,3,2
16,4829960357282117,·璃尔·想要好多钱,2022-10-29 17:29:07,今天教资科二真的好多人没来 来了的要么就睡觉 到点交卷子的时候我看到好多人都是空的 可能真的是因为疫情 ,0,0,0
16,4829960340245796,福运绵绵绵,2022-10-29 17:29:04,#郑州疫情#姐妹们，避雷美团上的一家店。 ,0,0,1
17,4829960605010342,snniiyc,2022-10-29 17:30:07,深蓝色就是最帅的好不容易的双休被疫情耽搁了 还要回学校做核酸P8冒死不穿校服回学校做核酸 手提一袋校服以防万一 ,0,0,1
17,4829960596100732,女孤独者,2022-10-29 17:30:05,#疫情#今日打卡，终于拍到跑步机的数据了#运动#话说今日阳光如此美好，我却被“关起来”,0,0,0
17,4829960588232318,包头交警,2022-10-29 17:30:03,【#跟着总书记看中国# | 生命至上】生命健康，是幸福生活的基础。从抗击新冠肺炎疫情到防灾减灾救灾，从深化医药卫生体制改革到打造人类卫生健康共同体，让我们跟着总书记的脚步，记录“生命至上”的那些温暖瞬间。#千家万户的事#（人民网）人民网的微博视频 ,0,0,0
17,4829960579059925,是大河,2022-10-29 17:30:01,#郑州疫情# 封控第16天…… ,0,0,0
17,4829960575910787,爱吃葡萄的蓝莓,2022-10-29 17:30:00,#广州疫情#我妈妈准备屯菜了 ,0,0,0
17,4829960563065808,十级自恋患者,2022-10-29 17:29:57,#张家口疫情#不得好死的人是谁啊 发都发不出去 ,0,0,3
17,4829960529248303,MD_熬鹰弟子邬姐儿,2022-10-29 17:29:48,枣庄薛城城市静默开始了，超市菜品抢购一空……愿疫情早日过去，山河无恙，人间皆安🙏🙏 ,0,0,0
17,4829960512998727,大红红蝴蝶公主a-,2022-10-29 17:29:45,#曲阜疫情##邹城疫情# 什么时候能回曲阜什么时候能回曲阜什么时候能回曲阜什么时候能回曲阜 我被封邹城学校里十一天了 衣服都快洗烂了 今天这个天我都只能穿破洞裤 别的衣服穿太久了臭了都 俺想好回家找妈妈 为什么本地的派车送回家啊 ,0,2,4
17,4829960508545344,Lonely-L,2022-10-29 17:29:44,你我都要平安才好#疫情##护士# ,0,0,1
18,4829960408400965,Seulggomi,2022-10-29 17:29:20,#广州疫情#卫健委又发癫 ,0,0,10
18,4829960407093207,Cow_horse,2022-10-29 17:29:20,这场疫情战将要接近尾声啦玉林,0,1,1
18,4829960374325956,kaleidoscopeice,2022-10-29 17:29:12,这b疫情没完没了是吧航班还不开通说好11.1号开通结果你给我整这？,0,0,0
18,4829960373536186,鱼儿米儿,2022-10-29 17:29:12,陪妈妈治病，被疫情困在了医院🏥难得这么清净～一切听大白指挥～愿我们共同努力换的这以后的岁月静好疫情困的我～不成魔就成佛#今日边框打卡##plog##就这一刻# 郑州·新郑市公立人民医院 ,0,1,0
18,4829960365932640,LeeX04,2022-10-29 17:29:09,今天和我妈说老钟要是不放开的话这疫情就一直没完没了 我妈说放开了他们去哪挣钱 我问谁 她说穿白衣服的那些呗… ,0,3,2
18,4829960357282117,·璃尔·想要好多钱,2022-10-29 17:29:07,今天教资科二真的好多人没来 来了的要么就睡觉 到点交卷子的时候我看到好多人都是空的 可能真的是因为疫情 ,0,0,0
18,4829960340245796,福运绵绵绵,2022-10-29 17:29:04,#郑州疫情#姐妹们，避雷美团上的一家店。 ,0,0,1
18,4829960323204206,滨海发布,2022-10-29 17:29:00,这场疫情战将要接近尾声啦玉林,0,1,0
18,4829960193705771,Vector数字,2022-10-29 17:28:29,#郑州疫情# ,0,1,4
18,4829960181908571,Atmastag,2022-10-29 17:28:26,221027 Elite club大趴体，感觉疫情以来很久没看到这么热闹的聚会了。第七季的新人也来了。Aron也来了呢可惜宝宝和Martina &amp; Pol都没参加🙃（不然，还能看到Omander合体 Atmastag的微博视频 ,0,0,0
19,4829960034849951,张咪_mm,2022-10-29 17:27:51,#愿疫情早日散去#  神奇的一天，进了城，见了赵先生，回到家坏掉的网络也恢复了。谢谢大家对我的关心，一个人的日子我都有在好好生活，好好照顾自己。一切都会好的 ,0,0,0
19,4829960034845804,超乖的小财迷e,2022-10-29 17:27:51,疫情退退退快递快点通,0,0,2
19,4829959988710889,Space饮水,2022-10-29 17:27:40,西安多个区域出现问题了。据悉，昨晚西安多个小区疑似出现确诊或者密接人员，目前正在紧急核酸复测中。另外，听说长延堡某个小区似乎又出问题了，有朋友知道具体情况吗？#西安本地##西安疫情##西安##疫情# ,0,3,4
19,4829959912690215,·鹿屿川幽·,2022-10-29 17:27:22,感觉因为疫情死的人还没有因为防疫死的人多,0,0,5
19,4829955281652382,o尛茗銅學o,2022-10-29 17:08:58,疫情退退退快递快点通,0,6,18
19,4829959829586313,中国青年报,2022-10-29 17:27:02,西安多个区域出现问题了。据悉，昨晚西安多个小区疑似出现确诊或者密接人员，目前正在紧急核酸复测中。另外，听说长延堡某个小区似乎又出问题了，有朋友知道具体情况吗？#西安本地##西安疫情##西安##疫情#,2,3,5
19,4829959821198214,素质看世界,2022-10-29 17:27:00,#郑州疫情#港区的大街上看到好几波步行回家的？是想让人们回到19x2吗？真是替富士康的员工们感到失望。 ,1,2,11
19,4829959799967954,高坪播报,2022-10-29 17:26:55,【#南充警方紧急提醒# 假的！假的！！假的！！！】近期，南充市市民陆续收到以下信息，诈骗分子利用疫情特殊情况，实施电信网络诈骗。（来源：嘉陵公安） ,0,0,0
19,4829959794725667,加菲木有猫,2022-10-29 17:26:54,#郑州疫情# 疑似西华致富士康员工的一封信 ,1,1,11
20,4829959682786853,Lifesaver救命稻草,2022-10-29 17:26:27,2020年4月30日，我第一时间冲回孝感和我的好朋友们过了解封后第一个生日，开学前的一个多月，和他们疯狂旷网课、滑板、涂鸦，在街上闲逛，认识了许多新朋友，体验到了真正的爱情，经历了疫情带来的恐惧，不安，焦虑，我想只有爱能治愈.两年后，高考完，我们似乎又得到了类似记忆中的自由，但不知不觉中，二零年的五月盛夏变得不可替代，令我庆幸的是爱仍在。分享单曲五月盛夏SummerInMay(@网易云音乐),0,0,1
20,4829959602308794,念秀珍,2022-10-29 17:26:08,#新乡疫情# 真棒，我想举报他们 ,0,2,0
20,4829959597853937,智商250一下不要关注我,2022-10-29 17:26:07,我给大家算个帐，TW昨天一天死亡76人，SH平均每天死亡四百人，这两个城市人口总数差不多相当，看似数据比较大，可这76人不会持续一年，随着疫情发展，会逐渐减少。死去的绝大部分会是那些本来基本上遇到其他事情冲击一下也会离去的基本上躺在病床上的人，经济上不会给社会与家庭增加负担，伦理上家人会比较伤心但是这是必走的一天也差不多到时候了。如果按现在这种政策继续下去，经济造成的损失会给多少家庭造成大的困难？这三年的生活都没了吧,0,0,0
20,4829959589464996,孙大头ss,2022-10-29 17:26:05,#临沂疫情#报名志愿者了，但依旧没轮到我们小区发菜，天天看人家朋友圈收菜 ,0,0,1
20,4829951897370685,芒芒果Mmgo,2022-10-29 16:55:30,#郑州疫情# 心里若有光，人间亮堂堂。慢品人间烟火，闲观万事岁月，眼角时常带笑，悲伤不染眉梢…… ,2,0,20
20,4829952304748449,会努力2022,2022-10-29 16:57:08,#兰州疫情# 看了这篇文，我有罪啊感觉是在cpu我 ,0,23,27
20,4829959514227156,今天也是想自闭的一天_,2022-10-29 17:25:46,我现在这个生活和种地有什么区别日出而作日落而归#兰州疫情# 兰州·和平十子 ,0,0,1
20,4829959505575983,stacie__,2022-10-29 17:25:44,一个月只有四个周末还可能突然加班、值班可能生病，家人有事，家里有事，天气突变，疫情突发…还要打扫卫生，收拾房间…转眼一个季节就过去，一年就过去了所以，想去的地方，想做的事情抓紧时间去做吧 ,0,0,0
